valid_time,temperature_c
2016-04-30 00:00:00,18.054535
2016-04-30 01:00:00,17.275604
2016-04-30 02:00:00,15.435516
2016-04-30 03:00:00,12.999054
2016-04-30 04:00:00,11.47403
2016-04-30 05:00:00,10.31131
2016-04-30 06:00:00,9.390411
2016-04-30 07:00:00,9.621674
2016-04-30 08:00:00,8.967682
2016-04-30 09:00:00,8.386322
2016-04-30 10:00:00,7.7572937
2016-04-30 11:00:00,7.139801
2016-04-30 12:00:00,6.648712
2016-04-30 13:00:00,7.325592
2016-04-30 14:00:00,9.743439
2016-04-30 15:00:00,12.412628
2016-04-30 16:00:00,14.786591
2016-04-30 17:00:00,15.9617
2016-04-30 18:00:00,16.329498
2016-04-30 19:00:00,16.557037
2016-04-30 20:00:00,16.644196
2016-04-30 21:00:00,17.071014
2016-04-30 22:00:00,17.078339
2016-04-30 23:00:00,16.938934
2016-05-01 00:00:00,16.621185
2016-05-01 01:00:00,15.894928
2016-05-01 02:00:00,14.178864
2016-05-01 03:00:00,12.353485
2016-05-01 04:00:00,10.874786
2016-05-01 05:00:00,9.959259
2016-05-01 06:00:00,9.157867
2016-05-01 07:00:00,8.434235
2016-05-01 08:00:00,7.5973816
2016-05-01 09:00:00,6.8643494
2016-05-01 10:00:00,6.2261047
2016-05-01 11:00:00,5.683136
2016-05-01 12:00:00,5.248749
2016-05-01 13:00:00,6.0958557
2016-05-01 14:00:00,8.753387
2016-05-01 15:00:00,12.650421
2016-05-01 16:00:00,15.351959
2016-05-01 17:00:00,17.227142
2016-05-01 18:00:00,18.497894
2016-05-01 19:00:00,19.943085
2016-05-01 20:00:00,20.878448
2016-05-01 21:00:00,21.63089
2016-05-01 22:00:00,22.070831
2016-05-01 23:00:00,22.25943
2016-05-02 00:00:00,22.09256
2016-05-02 01:00:00,21.37259
2016-05-02 02:00:00,19.661102
2016-05-02 03:00:00,17.844452
2016-05-02 04:00:00,15.599396
2016-05-02 05:00:00,13.50943
2016-05-02 06:00:00,12.644257
2016-05-02 07:00:00,12.290436
2016-05-02 08:00:00,11.604523
2016-05-02 09:00:00,10.903961
2016-05-02 10:00:00,10.11618
2016-05-02 11:00:00,9.372528
2016-05-02 12:00:00,8.720367
2016-05-02 13:00:00,8.944794
2016-05-02 14:00:00,12.892212
2016-05-02 15:00:00,16.599884
2016-05-02 16:00:00,19.152954
2016-05-02 17:00:00,21.088348
2016-05-02 18:00:00,22.570831
2016-05-02 19:00:00,24.13919
2016-05-02 20:00:00,25.03775
2016-05-02 21:00:00,25.687286
2016-05-02 22:00:00,26.074005
2016-05-02 23:00:00,26.171722
2016-05-03 00:00:00,25.840424
2016-05-03 01:00:00,24.695465
2016-05-03 02:00:00,22.098907
2016-05-03 03:00:00,19.505096
2016-05-03 04:00:00,17.778442
2016-05-03 05:00:00,16.314484
2016-05-03 06:00:00,14.998016
2016-05-03 07:00:00,14.665314
2016-05-03 08:00:00,13.523834
2016-05-03 09:00:00,12.501312
2016-05-03 10:00:00,11.604767
2016-05-03 11:00:00,10.869904
2016-05-03 12:00:00,10.287262
2016-05-03 13:00:00,10.920197
2016-05-03 14:00:00,14.005951
2016-05-03 15:00:00,17.25644
2016-05-03 16:00:00,20.028046
2016-05-03 17:00:00,22.537445
2016-05-03 18:00:00,24.799103
2016-05-03 19:00:00,26.450592
2016-05-03 20:00:00,27.603302
2016-05-03 21:00:00,28.597076
2016-05-03 22:00:00,28.894257
2016-05-03 23:00:00,28.766449
