valid_time,temperature_c
2016-04-30 00:00:00,19.124542
2016-04-30 01:00:00,18.504791
2016-04-30 02:00:00,16.494781
2016-04-30 03:00:00,14.129608
2016-04-30 04:00:00,12.380951
2016-04-30 05:00:00,11.247528
2016-04-30 06:00:00,10.395966
2016-04-30 07:00:00,10.698456
2016-04-30 08:00:00,9.913666
2016-04-30 09:00:00,9.164337
2016-04-30 10:00:00,8.402496
2016-04-30 11:00:00,7.89151
2016-04-30 12:00:00,7.393585
2016-04-30 13:00:00,7.912323
2016-04-30 14:00:00,10.125092
2016-04-30 15:00:00,12.732697
2016-04-30 16:00:00,14.962067
2016-04-30 17:00:00,16.944733
2016-04-30 18:00:00,17.907318
2016-04-30 19:00:00,18.206085
2016-04-30 20:00:00,17.716095
2016-04-30 21:00:00,17.592255
2016-04-30 22:00:00,17.937408
2016-04-30 23:00:00,18.293121
2016-05-01 00:00:00,18.104279
2016-05-01 01:00:00,17.581085
2016-05-01 02:00:00,15.966705
2016-05-01 03:00:00,13.534821
2016-05-01 04:00:00,11.635223
2016-05-01 05:00:00,9.992157
2016-05-01 06:00:00,8.6185
2016-05-01 07:00:00,7.2862854
2016-05-01 08:00:00,6.3957825
2016-05-01 09:00:00,5.4724426
2016-05-01 10:00:00,4.7864075
2016-05-01 11:00:00,4.233612
2016-05-01 12:00:00,3.792389
2016-05-01 13:00:00,4.6600647
2016-05-01 14:00:00,7.6252747
2016-05-01 15:00:00,10.865082
2016-05-01 16:00:00,13.781403
2016-05-01 17:00:00,16.361664
2016-05-01 18:00:00,18.455597
2016-05-01 19:00:00,20.180023
2016-05-01 20:00:00,21.305878
2016-05-01 21:00:00,22.228241
2016-05-01 22:00:00,22.869354
2016-05-01 23:00:00,23.275726
2016-05-02 00:00:00,23.262238
2016-05-02 01:00:00,22.345978
2016-05-02 02:00:00,20.807281
2016-05-02 03:00:00,17.954315
2016-05-02 04:00:00,15.004059
2016-05-02 05:00:00,13.209991
2016-05-02 06:00:00,11.935699
2016-05-02 07:00:00,11.03714
2016-05-02 08:00:00,10.017059
2016-05-02 09:00:00,9.081085
2016-05-02 10:00:00,8.170502
2016-05-02 11:00:00,7.4396057
2016-05-02 12:00:00,7.072418
2016-05-02 13:00:00,8.150665
2016-05-02 14:00:00,11.831421
2016-05-02 15:00:00,15.808746
2016-05-02 16:00:00,18.483856
2016-05-02 17:00:00,20.693634
2016-05-02 18:00:00,22.431
2016-05-02 19:00:00,24.08139
2016-05-02 20:00:00,25.114716
2016-05-02 21:00:00,25.891205
2016-05-02 22:00:00,26.361908
2016-05-02 23:00:00,26.565094
2016-05-03 00:00:00,26.412567
2016-05-03 01:00:00,25.286102
2016-05-03 02:00:00,22.674957
2016-05-03 03:00:00,20.175873
2016-05-03 04:00:00,18.500946
2016-05-03 05:00:00,17.362152
2016-05-03 06:00:00,16.345428
2016-05-03 07:00:00,16.103546
2016-05-03 08:00:00,15.086029
2016-05-03 09:00:00,14.022491
2016-05-03 10:00:00,13.02243
2016-05-03 11:00:00,12.022064
2016-05-03 12:00:00,11.168976
2016-05-03 13:00:00,11.476715
2016-05-03 14:00:00,13.264496
2016-05-03 15:00:00,16.6138
2016-05-03 16:00:00,18.993744
2016-05-03 17:00:00,21.358612
2016-05-03 18:00:00,23.675873
2016-05-03 19:00:00,25.667267
2016-05-03 20:00:00,27.352142
2016-05-03 21:00:00,28.508026
2016-05-03 22:00:00,29.144989
2016-05-03 23:00:00,29.299408
