valid_time,temperature_c
2016-04-30 00:00:00,18.182037
2016-04-30 01:00:00,17.48117
2016-04-30 02:00:00,15.611786
2016-04-30 03:00:00,13.125458
2016-04-30 04:00:00,11.543793
2016-04-30 05:00:00,10.430878
2016-04-30 06:00:00,9.585175
2016-04-30 07:00:00,9.870148
2016-04-30 08:00:00,9.326569
2016-04-30 09:00:00,8.833099
2016-04-30 10:00:00,8.30954
2016-04-30 11:00:00,7.817047
2016-04-30 12:00:00,7.4344177
2016-04-30 13:00:00,8.158234
2016-04-30 14:00:00,10.5243225
2016-04-30 15:00:00,12.966949
2016-04-30 16:00:00,14.902374
2016-04-30 17:00:00,15.928986
2016-04-30 18:00:00,16.274323
2016-04-30 19:00:00,16.740143
2016-04-30 20:00:00,16.693512
2016-04-30 21:00:00,16.869415
2016-04-30 22:00:00,16.882538
2016-04-30 23:00:00,16.658173
2016-05-01 00:00:00,16.397003
2016-05-01 01:00:00,15.796722
2016-05-01 02:00:00,14.600189
2016-05-01 03:00:00,12.553131
2016-05-01 04:00:00,11.168182
2016-05-01 05:00:00,10.196014
2016-05-01 06:00:00,9.329254
2016-05-01 07:00:00,8.476715
2016-05-01 08:00:00,7.673065
2016-05-01 09:00:00,6.9586487
2016-05-01 10:00:00,6.271576
2016-05-01 11:00:00,5.6993103
2016-05-01 12:00:00,5.269806
2016-05-01 13:00:00,6.1618958
2016-05-01 14:00:00,8.945465
2016-05-01 15:00:00,12.459686
2016-05-01 16:00:00,15.017609
2016-05-01 17:00:00,16.947418
2016-05-01 18:00:00,18.30606
2016-05-01 19:00:00,19.701385
2016-05-01 20:00:00,20.631866
2016-05-01 21:00:00,21.399872
2016-05-01 22:00:00,21.887665
2016-05-01 23:00:00,22.155365
2016-05-02 00:00:00,22.06955
2016-05-02 01:00:00,21.448212
2016-05-02 02:00:00,19.844208
2016-05-02 03:00:00,17.780487
2016-05-02 04:00:00,15.400543
2016-05-02 05:00:00,13.84671
2016-05-02 06:00:00,12.820526
2016-05-02 07:00:00,12.322174
2016-05-02 08:00:00,11.277863
2016-05-02 09:00:00,10.407379
2016-05-02 10:00:00,9.651825
2016-05-02 11:00:00,9.029266
2016-05-02 12:00:00,8.474762
2016-05-02 13:00:00,9.232513
2016-05-02 14:00:00,12.446625
2016-05-02 15:00:00,16.298859
2016-05-02 16:00:00,19.08728
2016-05-02 17:00:00,21.287231
2016-05-02 18:00:00,22.9357
2016-05-02 19:00:00,24.562592
2016-05-02 20:00:00,25.453339
2016-05-02 21:00:00,26.080414
2016-05-02 22:00:00,26.439789
2016-05-02 23:00:00,26.52774
2016-05-03 00:00:00,26.334137
2016-05-03 01:00:00,25.29654
2016-05-03 02:00:00,22.551605
2016-05-03 03:00:00,19.838593
2016-05-03 04:00:00,17.740906
2016-05-03 05:00:00,16.303253
2016-05-03 06:00:00,15.03653
2016-05-03 07:00:00,15.028107
2016-05-03 08:00:00,13.994965
2016-05-03 09:00:00,13.084747
2016-05-03 10:00:00,12.389374
2016-05-03 11:00:00,11.910492
2016-05-03 12:00:00,11.5242
2016-05-03 13:00:00,12.454987
2016-05-03 14:00:00,14.877655
2016-05-03 15:00:00,18.213287
2016-05-03 16:00:00,20.714325
2016-05-03 17:00:00,23.025482
2016-05-03 18:00:00,25.108368
2016-05-03 19:00:00,27.021576
2016-05-03 20:00:00,27.988678
2016-05-03 21:00:00,28.952179
2016-05-03 22:00:00,29.190765
2016-05-03 23:00:00,28.93991
