valid_time,temperature_c
2016-04-30 00:00:00,17.790436
2016-04-30 01:00:00,17.105316
2016-04-30 02:00:00,15.234955
2016-04-30 03:00:00,12.920563
2016-04-30 04:00:00,11.32132
2016-04-30 05:00:00,10.19278
2016-04-30 06:00:00,9.373444
2016-04-30 07:00:00,9.665253
2016-04-30 08:00:00,8.883392
2016-04-30 09:00:00,8.096954
2016-04-30 10:00:00,7.291168
2016-04-30 11:00:00,6.770355
2016-04-30 12:00:00,6.297821
2016-04-30 13:00:00,6.8976135
2016-04-30 14:00:00,9.124054
2016-04-30 15:00:00,11.776581
2016-04-30 16:00:00,13.996185
2016-04-30 17:00:00,15.878265
2016-04-30 18:00:00,16.858368
2016-04-30 19:00:00,16.729523
2016-04-30 20:00:00,16.366425
2016-04-30 21:00:00,16.46518
2016-04-30 22:00:00,16.752777
2016-04-30 23:00:00,17.003937
2016-05-01 00:00:00,16.75064
2016-05-01 01:00:00,16.158112
2016-05-01 02:00:00,14.758636
2016-05-01 03:00:00,12.357025
2016-05-01 04:00:00,9.898895
2016-05-01 05:00:00,8.239288
2016-05-01 06:00:00,6.9759827
2016-05-01 07:00:00,5.8557434
2016-05-01 08:00:00,5.117584
2016-05-01 09:00:00,4.1961365
2016-05-01 10:00:00,3.535492
2016-05-01 11:00:00,3.1076965
2016-05-01 12:00:00,2.8315125
2016-05-01 13:00:00,3.8544617
2016-05-01 14:00:00,6.97287
2016-05-01 15:00:00,10.760529
2016-05-01 16:00:00,13.566498
2016-05-01 17:00:00,15.881073
2016-05-01 18:00:00,17.644989
2016-05-01 19:00:00,19.22879
2016-05-01 20:00:00,20.382904
2016-05-01 21:00:00,21.34433
2016-05-01 22:00:00,21.98349
2016-05-01 23:00:00,22.311737
2016-05-02 00:00:00,22.113617
2016-05-02 01:00:00,21.21695
2016-05-02 02:00:00,19.187103
2016-05-02 03:00:00,15.909515
2016-05-02 04:00:00,12.910553
2016-05-02 05:00:00,11.284454
2016-05-02 06:00:00,10.147858
2016-05-02 07:00:00,9.805817
2016-05-02 08:00:00,9.0329895
2016-05-02 09:00:00,8.356781
2016-05-02 10:00:00,7.7223816
2016-05-02 11:00:00,7.079315
2016-05-02 12:00:00,6.580475
2016-05-02 13:00:00,7.5813904
2016-05-02 14:00:00,12.168488
2016-05-02 15:00:00,15.891754
2016-05-02 16:00:00,18.131317
2016-05-02 17:00:00,20.020782
2016-05-02 18:00:00,21.540375
2016-05-02 19:00:00,23.01889
2016-05-02 20:00:00,23.997467
2016-05-02 21:00:00,24.773956
2016-05-02 22:00:00,25.283783
2016-05-02 23:00:00,25.513275
2016-05-03 00:00:00,25.339264
2016-05-03 01:00:00,24.186493
2016-05-03 02:00:00,21.675995
2016-05-03 03:00:00,19.478546
2016-05-03 04:00:00,17.80655
2016-05-03 05:00:00,16.364044
2016-05-03 06:00:00,15.187225
2016-05-03 07:00:00,14.103546
2016-05-03 08:00:00,12.823456
2016-05-03 09:00:00,11.602692
2016-05-03 10:00:00,10.587006
2016-05-03 11:00:00,9.701874
2016-05-03 12:00:00,8.963043
2016-05-03 13:00:00,9.548126
2016-05-03 14:00:00,12.133881
2016-05-03 15:00:00,16.075775
2016-05-03 16:00:00,18.454681
2016-05-03 17:00:00,20.865448
2016-05-03 18:00:00,23.189545
2016-05-03 19:00:00,25.034515
2016-05-03 20:00:00,26.567963
2016-05-03 21:00:00,27.538239
2016-05-03 22:00:00,27.987762
2016-05-03 23:00:00,28.035736
