valid_time,temperature_c
2016-04-30 00:00:00,18.81137
2016-04-30 01:00:00,18.21701
2016-04-30 02:00:00,16.235321
2016-04-30 03:00:00,13.789032
2016-04-30 04:00:00,12.261078
2016-04-30 05:00:00,11.245819
2016-04-30 06:00:00,10.374725
2016-04-30 07:00:00,10.567902
2016-04-30 08:00:00,9.77243
2016-04-30 09:00:00,9.044586
2016-04-30 10:00:00,8.320892
2016-04-30 11:00:00,7.751251
2016-04-30 12:00:00,7.1977234
2016-04-30 13:00:00,7.594391
2016-04-30 14:00:00,10.109833
2016-04-30 15:00:00,12.766327
2016-04-30 16:00:00,14.904816
2016-04-30 17:00:00,16.537872
2016-04-30 18:00:00,17.257233
2016-04-30 19:00:00,17.634308
2016-04-30 20:00:00,17.269196
2016-04-30 21:00:00,17.218536
2016-04-30 22:00:00,17.656403
2016-04-30 23:00:00,17.781647
2016-05-01 00:00:00,17.557587
2016-05-01 01:00:00,16.948517
2016-05-01 02:00:00,15.488312
2016-05-01 03:00:00,13.29483
2016-05-01 04:00:00,11.799591
2016-05-01 05:00:00,10.662384
2016-05-01 06:00:00,9.537811
2016-05-01 07:00:00,8.283905
2016-05-01 08:00:00,7.3454895
2016-05-01 09:00:00,6.4738464
2016-05-01 10:00:00,5.627594
2016-05-01 11:00:00,4.851227
2016-05-01 12:00:00,4.2137146
2016-05-01 13:00:00,4.8127747
2016-05-01 14:00:00,7.672394
2016-05-01 15:00:00,10.735382
2016-05-01 16:00:00,13.649811
2016-05-01 17:00:00,16.234955
2016-05-01 18:00:00,18.267365
2016-05-01 19:00:00,19.932281
2016-05-01 20:00:00,21.031708
2016-05-01 21:00:00,21.878815
2016-05-01 22:00:00,22.457489
2016-05-01 23:00:00,22.809113
2016-05-02 00:00:00,22.779999
2016-05-02 01:00:00,22.120514
2016-05-02 02:00:00,20.539093
2016-05-02 03:00:00,18.2294
2016-05-02 04:00:00,16.024323
2016-05-02 05:00:00,14.386505
2016-05-02 06:00:00,13.033051
2016-05-02 07:00:00,11.825653
2016-05-02 08:00:00,11.356842
2016-05-02 09:00:00,10.791962
2016-05-02 10:00:00,9.066376
2016-05-02 11:00:00,7.8353577
2016-05-02 12:00:00,7.5681458
2016-05-02 13:00:00,8.43692
2016-05-02 14:00:00,11.583618
2016-05-02 15:00:00,15.2883
2016-05-02 16:00:00,18.184174
2016-05-02 17:00:00,20.598145
2016-05-02 18:00:00,22.434174
2016-05-02 19:00:00,24.192963
2016-05-02 20:00:00,25.266266
2016-05-02 21:00:00,26.05838
2016-05-02 22:00:00,26.538849
2016-05-02 23:00:00,26.730316
2016-05-03 00:00:00,26.56894
2016-05-03 01:00:00,25.590912
2016-05-03 02:00:00,23.033417
2016-05-03 03:00:00,20.269684
2016-05-03 04:00:00,18.410187
2016-05-03 05:00:00,17.20401
2016-05-03 06:00:00,16.027252
2016-05-03 07:00:00,16.030548
2016-05-03 08:00:00,14.900787
2016-05-03 09:00:00,13.778656
2016-05-03 10:00:00,12.747406
2016-05-03 11:00:00,11.820282
2016-05-03 12:00:00,11.128326
2016-05-03 13:00:00,11.553253
2016-05-03 14:00:00,13.726776
2016-05-03 15:00:00,16.8591
2016-05-03 16:00:00,19.306488
2016-05-03 17:00:00,21.706512
2016-05-03 18:00:00,24.014984
2016-05-03 19:00:00,26.223175
2016-05-03 20:00:00,27.783966
2016-05-03 21:00:00,28.977997
2016-05-03 22:00:00,29.500763
2016-05-03 23:00:00,29.496002
