valid_time,temperature_c
2016-04-30 00:00:00,18.276031
2016-04-30 01:00:00,17.731476
2016-04-30 02:00:00,16.06424
2016-04-30 03:00:00,13.770294
2016-04-30 04:00:00,12.343842
2016-04-30 05:00:00,11.3715515
2016-04-30 06:00:00,10.552216
2016-04-30 07:00:00,10.786407
2016-04-30 08:00:00,10.110016
2016-04-30 09:00:00,9.526703
2016-04-30 10:00:00,9.006134
2016-04-30 11:00:00,8.5312195
2016-04-30 12:00:00,8.105621
2016-04-30 13:00:00,8.641937
2016-04-30 14:00:00,10.719025
2016-04-30 15:00:00,12.916473
2016-04-30 16:00:00,14.738617
2016-04-30 17:00:00,16.005402
2016-04-30 18:00:00,16.448395
2016-04-30 19:00:00,16.693634
2016-04-30 20:00:00,16.57956
2016-04-30 21:00:00,16.527924
2016-04-30 22:00:00,16.917938
2016-04-30 23:00:00,16.943512
2016-05-01 00:00:00,16.728302
2016-05-01 01:00:00,16.249115
2016-05-01 02:00:00,15.324127
2016-05-01 03:00:00,13.098358
2016-05-01 04:00:00,11.627533
2016-05-01 05:00:00,10.41806
2016-05-01 06:00:00,9.404816
2016-05-01 07:00:00,8.613739
2016-05-01 08:00:00,7.7309875
2016-05-01 09:00:00,6.914032
2016-05-01 10:00:00,6.1527405
2016-05-01 11:00:00,5.506256
2016-05-01 12:00:00,5.0122986
2016-05-01 13:00:00,5.7393494
2016-05-01 14:00:00,8.404694
2016-05-01 15:00:00,11.688446
2016-05-01 16:00:00,14.428009
2016-05-01 17:00:00,16.69571
2016-05-01 18:00:00,18.314056
2016-05-01 19:00:00,19.766998
2016-05-01 20:00:00,20.84787
2016-05-01 21:00:00,21.710663
2016-05-01 22:00:00,22.330292
2016-05-01 23:00:00,22.684906
2016-05-02 00:00:00,22.650848
2016-05-02 01:00:00,22.079315
2016-05-02 02:00:00,20.341583
2016-05-02 03:00:00,17.979034
2016-05-02 04:00:00,15.879425
2016-05-02 05:00:00,14.429108
2016-05-02 06:00:00,13.214386
2016-05-02 07:00:00,12.514862
2016-05-02 08:00:00,11.365997
2016-05-02 09:00:00,10.520905
2016-05-02 10:00:00,9.660919
2016-05-02 11:00:00,8.79422
2016-05-02 12:00:00,8.146027
2016-05-02 13:00:00,8.812897
2016-05-02 14:00:00,12.013214
2016-05-02 15:00:00,15.539276
2016-05-02 16:00:00,18.535706
2016-05-02 17:00:00,21.11856
2016-05-02 18:00:00,23.091217
2016-05-02 19:00:00,24.918365
2016-05-02 20:00:00,25.8862
2016-05-02 21:00:00,26.553314
2016-05-02 22:00:00,26.934235
2016-05-02 23:00:00,27.027985
2016-05-03 00:00:00,26.850067
2016-05-03 01:00:00,25.856476
2016-05-03 02:00:00,23.620209
2016-05-03 03:00:00,20.585968
2016-05-03 04:00:00,18.273315
2016-05-03 05:00:00,16.750702
2016-05-03 06:00:00,15.6315
2016-05-03 07:00:00,15.490326
2016-05-03 08:00:00,14.655487
2016-05-03 09:00:00,14.024506
2016-05-03 10:00:00,13.435638
2016-05-03 11:00:00,12.818085
2016-05-03 12:00:00,12.213043
2016-05-03 13:00:00,12.594147
2016-05-03 14:00:00,14.558746
2016-05-03 15:00:00,17.942108
2016-05-03 16:00:00,20.259552
2016-05-03 17:00:00,22.579498
2016-05-03 18:00:00,24.701447
2016-05-03 19:00:00,27.043365
2016-05-03 20:00:00,28.108063
2016-05-03 21:00:00,29.04422
2016-05-03 22:00:00,29.291595
2016-05-03 23:00:00,29.048553
